Timestamp,Sample_Index,LoadCell1_Berat_kg,LoadCell1_Gaya_N,LoadCell2_Berat_kg,LoadCell2_Gaya_N,Termokopel1_Suhu_C,Termokopel1_Fahrenheit_F,Termokopel2_Suhu_C,Termokopel2_Fahrenheit_F
2026-08-29 05:55:22.460,281,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:22.982,282,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:23.505,283,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:24.027,284,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:24.548,285,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:25.070,286,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:25.592,287,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:26.116,288,0.890,8.70,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:26.639,289,2.050,20.10,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:27.160,290,3.090,30.30,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:27.682,291,3.360,33.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:28.204,292,3.480,34.10,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:28.727,293,3.600,35.30,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:29.250,294,3.890,38.10,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:29.772,295,4.540,44.50,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:30.294,296,5.360,52.60,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:30.815,297,5.970,58.60,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:31.339,298,6.200,60.80,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:31.861,299,6.290,61.70,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:32.381,300,6.390,62.60,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:32.904,301,6.440,63.10,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:33.426,302,6.260,61.40,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:33.949,303,6.040,59.20,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:34.471,304,5.950,58.30,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:34.994,305,6.090,59.80,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:35.515,306,6.120,60.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:36.037,307,6.440,63.20,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:36.560,308,6.830,67.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:37.083,309,6.620,64.90,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:37.605,310,4.840,47.40,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:38.127,311,2.070,20.30,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:38.649,312,0.610,6.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:39.172,313,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:39.693,314,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:40.215,315,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:40.737,316,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:41.259,317,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:41.782,318,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:42.304,319,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:42.826,320,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:43.348,321,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:43.871,322,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:44.393,323,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:44.916,324,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:45.438,325,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:45.960,326,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:46.481,327,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:47.004,328,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:47.526,329,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:48.048,330,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:48.570,331,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:49.091,332,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:49.615,333,0.970,9.50,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:50.138,334,2.650,26.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:50.660,335,4.350,42.70,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:51.182,336,4.910,48.10,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:51.704,337,5.170,50.70,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:52.226,338,5.280,51.80,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:52.749,339,5.300,52.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:53.272,340,5.460,53.60,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:53.793,341,6.160,60.40,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:54.315,342,6.990,68.60,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:54.838,343,7.670,75.30,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:55.360,344,7.880,77.20,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:55.882,345,7.850,77.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:56.404,346,7.590,74.40,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:56.925,347,7.310,71.70,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:57.448,348,7.130,69.90,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:57.971,349,7.120,69.80,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:58.493,350,7.260,71.20,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:59.015,351,7.470,73.30,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:55:59.537,352,7.450,73.10,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:00.060,353,6.340,62.20,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:00.583,354,3.760,36.90,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:01.105,355,1.180,11.60,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:01.627,356,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:02.148,357,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:02.671,358,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:03.192,359,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:03.715,360,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:04.237,361,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:04.758,362,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:05.281,363,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:05.804,364,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:06.326,365,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:06.848,366,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:07.370,367,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:07.893,368,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:08.416,369,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:08.937,370,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:09.458,371,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:09.981,372,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:10.504,373,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:11.026,374,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:11.547,375,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:12.071,376,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:12.591,377,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:13.114,378,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:13.637,379,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:14.159,380,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:14.682,381,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:15.289,382,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:15.726,383,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:16.249,384,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:16.772,385,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:17.292,386,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:17.814,387,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:18.337,388,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:18.859,389,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
2026-08-29 05:56:19.381,390,0.000,0.00,0.000,0.00,22.10,71.80,0.00,32.00
